CustomerID,sum_revenue,Tier
15039,19786.44,Gold
12731,18793.41,Gold
12471,18740.92,Gold
15159,18573.68,Gold
12678,17588.26,Gold
17428,17078.45,Gold
13881,16989.52,Gold
13767,16945.71,Gold
12921,16389.74,Gold
12901,16293.1,Gold
17677,16219.22,Gold
15856,16173.67,Gold
15189,15802.14,Gold
14051,15477.34,Gold
16839,15357.78,Gold
14031,14634.64,Gold
15513,14520.08,Gold
16133,14305.66,Gold
14866,14197.45,Gold
16705,13946.130000000001,Gold
12681,13677.59,Gold
12621,13612.07,Gold
12433,13375.87,Gold
12540,13309.04,Gold
12477,13117.01,Gold
17735,13110.02,Gold
14258,12650.08,Gold
15640,12433.34,Gold
13078,12432.28,Gold
15498,12396.46,Gold
16000,12393.7,Gold
12682,12288.22,Gold
12557,11990.960000000001,Gold
16525,11895.57,Gold
17340,11891.18,Gold
14606,11713.85,Gold
12939,11581.8,Gold
14607,11341.1,Gold
14194,11216.75,Gold
15125,11117.05,Gold
12409,11056.93,Gold
14895,11020.26,Gold
12971,10930.26,Gold
13340,10736.48,Silver
17581,10736.11,Silver
13319,10664.34,Silver
14769,10641.6,Silver
17139,10585.57,Silver
13113,10510.0,Silver
14062,10464.85,Silver
16779,10454.05,Silver
17107,10380.43,Silver
15615,10360.04,Silver
15251,10327.11,Silver
16180,10217.48,Silver
16843,10183.82,Silver
17865,10158.54,Silver
17706,10097.37,Silver
12590,9861.38,Silver
13199,9803.96,Silver
13001,9797.92,Silver
15078,9623.35,Silver
13458,9537.92,Silver
14733,9451.54,Silver
16523,9295.67,Silver
12709,9294.1,Silver
14667,9231.2,Silver
14367,9167.82,Silver
12744,9120.39,Silver
12567,9114.94,Silver
18092,9065.76,Silver
13969,8986.69,Silver
12451,8933.52,Silver
13488,8910.61,Silver
16033,8727.61,Silver
13090,8689.39,Silver
17243,8628.55,Silver
17306,8600.73,Silver
17017,8574.11,Silver
16656,8568.24,Silver
18139,8393.22,Silver
16558,8257.04,Silver
15358,8234.8,Silver
12683,8221.09,Silver
14056,8124.4,Silver
14936,8117.42,Silver
16672,8093.59,Silver
13854,8025.0199999999995,Silver
18109,7925.32,Silver
14952,7912.79,Silver
14849,7904.28,Silver
12428,7877.2,Silver
14796,7839.51,Silver
12435,7829.89,Silver
15290,7803.7699999999995,Silver
13629,7792.36,Silver
13093,7741.47,Silver
14527,7711.38,Silver
17811,7677.71,Silver
15044,7629.38,Silver
15194,7521.17,Silver
18172,7490.17,Silver
13263,7454.07,Silver
17396,7330.8,Silver
18229,7276.9,Silver
13018,7272.75,Silver
12583,7187.34,Silver
16745,7170.7,Silver
12474,7116.47,Silver
12980,7092.06,Silver
16729,7076.28,Silver
13324,7072.8,Silver
16873,7066.31,Silver
13985,7024.53,Silver
14961,7006.58,Silver
12766,6989.63,Silver
12798,6977.04,Silver
15465,6945.0199999999995,Silver
13027,6912.0,Silver
12989,6854.51,Silver
16187,6841.24,Silver
16713,6840.2300000000005,Silver
17416,6838.34,Silver
12705,6814.24,Silver
15023,6763.16,Silver
18055,6752.14,Silver
16532,6748.8,Silver
12830,6748.4,Silver
15601,6745.360000000001,Silver
13576,6703.3,Silver
16746,6694.31,Silver
16353,6675.71,Silver
16923,6666.83,Silver
15249,6657.360000000001,Silver
16652,6654.26,Silver
16182,6617.65,Silver
17338,6612.18,Silver
15482,6568.72,Silver
12476,6546.58,Silver
15144,6530.04,Silver
16814,6500.6,Silver
15694,6423.6,Silver
12431,6416.39,Silver
13871,6389.8,Silver
12626,6388.35,Silver
13102,6336.29,Silver
18223,6315.2300000000005,Silver
16126,6287.77,Silver
13709,6249.11,Silver
12359,6245.53,Silver
12472,6229.4800000000005,Silver
13668,6216.07,Silver
12357,6207.67,Silver
17315,6204.46,Silver
15005,6180.49,Silver
14057,6147.4,Silver
14060,6135.38,Silver
15939,6102.26,Silver
17509,6100.74,Silver
13225,6083.04,Silver
14101,5976.79,Silver
12637,5953.25,Silver
15382,5927.86,Silver
13097,5893.32,Silver
13418,5845.4400000000005,Silver
14944,5842.95,Silver
13209,5820.16,Silver
14505,5818.7,Silver
13316,5815.49,Silver
14415,5811.56,Silver
14735,5807.6900000000005,Silver
15218,5756.89,Silver
17686,5739.46,Silver
13178,5725.47,Silver
12720,5713.28,Silver
13050,5684.61,Silver
14110,5669.65,Silver
16553,5664.57,Silver
13468,5656.75,Silver
14049,5639.15,Silver
13004,5613.43,Silver
13534,5613.08,Silver
18118,5595.77,Silver
17049,5594.78,Silver
12481,5590.86,Silver
17757,5585.49,Silver
12839,5583.62,Silver
16767,5580.6,Silver
15502,5541.46,Silver
17716,5505.79,Silver
16985,5461.62,Silver
15805,5452.17,Silver
16609,5450.96,Silver
16265,5423.15,Silver
12490,5417.93,Silver
17719,5367.8,Silver
18225,5361.02,Silver
16161,5352.97,Silver
13269,5315.92,Silver
16303,5305.83,Silver
15150,5303.97,Silver
17730,5288.83,Silver
17850,5288.63,Silver
16258,5203.51,Silver
18226,5192.1,Silver
15727,5178.96,Silver
17858,5155.66,Silver
12362,5154.58,Silver
16701,5150.2699999999995,Silver
13756,5145.12,Silver
15903,5126.34,Silver
17061,5116.13,Silver
14688,5107.38,Silver
18198,5083.06,Silver
15046,5064.01,Silver
12432,5059.32,Bronze
13139,5055.79,Bronze
17602,5050.77,Bronze
15719,5043.96,Bronze
16700,5040.0,Bronze
13599,5030.6,Bronze
15301,5028.12,Bronze
17426,5022.26,Bronze
12444,5005.46,Bronze
14755,4965.38,Bronze
15547,4954.84,Bronze
14329,4928.74,Bronze
16191,4913.32,Bronze
13941,4912.41,Bronze
14709,4911.14,Bronze
12437,4896.66,Bronze
17133,4892.240000000001,Bronze
12688,4873.81,Bronze
12700,4867.99,Bronze
12664,4863.88,Bronze
15786,4834.2,Bronze
14292,4819.33,Bronze
17365,4801.56,Bronze
15738,4788.77,Bronze
13013,4786.99,Bronze
15555,4758.2,Bronze
17690,4748.45,Bronze
17652,4737.13,Bronze
12955,4734.26,Bronze
16722,4711.21,Bronze
14562,4709.22,Bronze
12714,4708.86,Bronze
14135,4690.31,Bronze
15152,4684.24,Bronze
14159,4678.3,Bronze
15187,4670.08,Bronze
14191,4660.01,Bronze
14180,4640.77,Bronze
17809,4627.62,Bronze
14189,4604.31,Bronze
16931,4604.22,Bronze
15291,4596.51,Bronze
14286,4595.81,Bronze
14390,4592.47,Bronze
14004,4582.64,Bronze
17068,4531.34,Bronze
17613,4509.37,Bronze
12484,4495.27,Bronze
12524,4485.72,Bronze
12627,4478.53,Bronze
15032,4464.1,Bronze
17364,4455.73,Bronze
14085,4435.79,Bronze
15093,4410.14,Bronze
13267,4404.4400000000005,Bronze
17975,4393.61,Bronze
16984,4392.42,Bronze
15955,4389.81,Bronze
16626,4379.65,Bronze
12752,4366.78,Bronze
16945,4345.5,Bronze
15874,4330.67,Bronze
14016,4328.46,Bronze
18251,4314.72,Bronze
12347,4310.0,Bronze
17937,4301.22,Bronze
13505,4282.88,Bronze
15034,4277.66,Bronze
14422,4263.64,Bronze
12712,4241.63,Bronze
14800,4236.34,Bronze
12757,4227.7,Bronze
14525,4221.37,Bronze
12500,4206.2699999999995,Bronze
17920,4204.1,Bronze
17419,4200.97,Bronze
15971,4199.85,Bronze
12747,4196.01,Bronze
18041,4161.14,Bronze
16549,4154.64,Bronze
13555,4149.28,Bronze
12949,4143.02,Bronze
13384,4122.28,Bronze
15570,4109.97,Bronze
12536,4106.82,Bronze
13988,4098.8,Bronze
14534,4075.35,Bronze
16592,4073.28,Bronze
12449,4067.29,Bronze
12569,4064.9900000000002,Bronze
14092,4063.1,Bronze
16401,4061.2400000000002,Bronze
14401,4039.98,Bronze
16670,4022.46,Bronze
13815,4014.91,Bronze
17567,4012.56,Bronze
12378,4008.62,Bronze
16186,3991.94,Bronze
17001,3989.57,Bronze
14547,3986.7400000000002,Bronze
12867,3986.22,Bronze
12656,3982.72,Bronze
12957,3979.04,Bronze
15416,3974.37,Bronze
15529,3967.78,Bronze
17769,3960.63,Bronze
13183,3957.78,Bronze
14277,3957.0,Bronze
17611,3947.87,Bronze
12727,3947.7000000000003,Bronze
17377,3925.92,Bronze
14426,3918.9,Bronze
17593,3911.56,Bronze
13802,3906.27,Bronze
14739,3899.1,Bronze
17651,3886.67,Bronze
12841,3876.4,Bronze
14291,3873.3,Bronze
12779,3868.7,Bronze
12749,3868.2,Bronze
13124,3866.33,Bronze
13999,3865.26,Bronze
18073,3864.44,Bronze
15195,3861.0,Bronze
12539,3852.5,Bronze
15804,3848.55,Bronze
16327,3844.2200000000003,Bronze
12662,3817.08,Bronze
17091,3802.81,Bronze
15867,3797.79,Bronze
16655,3794.52,Bronze
13435,3794.4900000000002,Bronze
15299,3787.09,Bronze
12562,3781.7400000000002,Bronze
15298,3774.1,Bronze
16168,3770.6,Bronze
18087,3770.12,Bronze
17173,3755.65,Bronze
13523,3755.38,Bronze
16904,3754.27,Bronze
12429,3750.4,Bronze
17238,3744.65,Bronze
12668,3743.1800000000003,Bronze
16145,3741.98,Bronze
14282,3729.34,Bronze
15808,3724.77,Bronze
12502,3723.87,Bronze
13069,3717.82,Bronze
13266,3717.67,Bronze
14364,3717.35,Bronze
16240,3693.81,Bronze
12597,3683.13,Bronze
12647,3669.92,Bronze
16253,3665.62,Bronze
17819,3661.07,Bronze
12553,3652.25,Bronze
18079,3651.97,Bronze
15845,3650.87,Bronze
16712,3645.43,Bronze
16440,3640.67,Bronze
15379,3631.8900000000003,Bronze
13381,3626.81,Bronze
16570,3622.95,Bronze
13327,3617.57,Bronze
15296,3610.31,Bronze
13137,3605.08,Bronze
16242,3598.26,Bronze
13082,3595.48,Bronze
14132,3580.13,Bronze
12417,3578.8,Bronze
17203,3563.85,Bronze
15484,3563.11,Bronze
13426,3550.7000000000003,Bronze
12370,3545.69,Bronze
14503,3543.26,Bronze
15544,3542.51,Bronze
14040,3542.19,Bronze
17491,3541.92,Bronze
17528,3540.1,Bronze
13552,3539.53,Bronze
13334,3536.82,Bronze
17160,3518.03,Bronze
13953,3515.68,Bronze
16131,3506.54,Bronze
15505,3497.14,Bronze
13520,3487.75,Bronze
16458,3482.7400000000002,Bronze
14907,3478.85,Bronze
14395,3471.91,Bronze
17230,3466.67,Bronze
13448,3465.67,Bronze
17576,3457.78,Bronze
17758,3456.7,Bronze
15410,3450.84,Bronze
16019,3450.24,Bronze
13536,3448.29,Bronze
15129,3447.4,Bronze
15113,3439.41,Bronze
15581,3429.9700000000003,Bronze
15974,3429.55,Bronze
14221,3427.85,Bronze
16360,3411.69,Bronze
13993,3409.66,Bronze
15981,3408.48,Bronze
13437,3408.06,Bronze
17669,3406.7200000000003,Bronze
13842,3385.62,Bronze
13198,3384.09,Bronze
15228,3376.96,Bronze
17725,3371.13,Bronze
13014,3365.43,Bronze
16011,3362.71,Bronze
13148,3348.48,Bronze
13015,3346.28,Bronze
12643,3344.64,Bronze
15708,3329.7200000000003,Bronze
15676,3324.09,Bronze
12594,3320.2200000000003,Bronze
16818,3317.9700000000003,Bronze
14227,3315.71,Bronze
16556,3313.79,Bronze
13373,3312.25,Bronze
14841,3295.76,Bronze
17183,3286.91,Bronze
12480,3281.63,Bronze
12406,3280.75,Bronze
16717,3278.36,Bronze
17723,3276.4000000000005,Bronze
14702,3250.64,Bronze
13952,3246.091,Bronze
15764,3245.47,Bronze
17050,3228.84,Bronze
15622,3224.53,Bronze
13880,3219.77,Bronze
12613,3218.98,Bronze
12619,3214.81,Bronze
15443,3212.16,Bronze
16107,3204.1600000000003,Bronze
17220,3198.25,Bronze
13868,3192.54,Bronze
17685,3191.53,Bronze
13758,3190.55,Bronze
14844,3189.81,Bronze
14388,3172.04,Bronze
16837,3167.73,Bronze
13268,3167.64,Bronze
16041,3166.4,Bronze
17863,3160.0,Bronze
12456,3153.89,Bronze
14145,3148.2,Bronze
15632,3147.31,Bronze
15065,3135.98,Bronze
17231,3127.82,Bronze
13685,3119.44,Bronze
14175,3108.06,Bronze
17672,3106.62,Bronze
13869,3104.9500000000003,Bronze
13742,3102.42,Bronze
13135,3096.0,Bronze
17059,3095.04,Bronze
14235,3093.86,Bronze
14099,3092.9700000000003,Bronze
15491,3090.85,Bronze
14257,3087.27,Bronze
16326,3085.96,Bronze
13362,3085.4900000000002,Bronze
16905,3085.48,Bronze
15998,3084.17,Bronze
13047,3079.1,Bronze
12910,3075.04,Bronze
14565,3073.77,Bronze
18272,3064.78,Bronze
16218,3054.87,Bronze
16940,3049.88,Bronze
14456,3047.63,Bronze
16686,3043.48,Bronze
16607,3038.67,Bronze
16709,3029.87,Bronze
17799,3026.08,Bronze
16156,3024.62,Bronze
13631,3021.77,Bronze
18094,3017.3,Bronze
16678,3013.83,Bronze
12598,3002.68,Bronze
15861,3000.36,Bronze
12395,2998.28,Bronze
14307,2995.7200000000003,Bronze
12670,2986.15,Bronze
12916,2982.35,Bronze
15687,2981.5,Bronze
15854,2974.65,Bronze
16497,2965.69,Bronze
15514,2963.19,Bronze
17659,2954.75,Bronze
14639,2952.34,Bronze
17084,2949.75,Bronze
14146,2949.57,Bronze
12754,2949.12,Bronze
16393,2941.05,Bronze
17444,2940.04,Bronze
14868,2939.64,Bronze
14032,2929.84,Bronze
14530,2925.91,Bronze
17512,2920.04,Bronze
12906,2919.81,Bronze
13451,2916.45,Bronze
14543,2916.17,Bronze
12438,2906.85,Bronze
17924,2894.33,Bronze
18144,2888.75,Bronze
15673,2881.02,Bronze
14251,2879.7000000000003,Bronze
16633,2878.15,Bronze
14005,2874.72,Bronze
13901,2867.2000000000003,Bronze
15628,2865.64,Bronze
12685,2863.08,Bronze
18145,2861.55,Bronze
14299,2855.35,Bronze
12473,2848.23,Bronze
12408,2842.57,Bronze
14535,2841.09,Bronze
14711,2838.2,Bronze
14852,2836.69,Bronze
17596,2827.93,Bronze
13174,2817.03,Bronze
15984,2816.97,Bronze
12356,2811.43,Bronze
16081,2806.9,Bronze
14572,2803.69,Bronze
12758,2791.59,Bronze
17739,2786.05,Bronze
16928,2781.5,Bronze
12388,2780.6600000000003,Bronze
14112,2774.17,Bronze
13769,2771.8700000000003,Bronze
17644,2768.98,Bronze
15356,2766.5,Bronze
13735,2766.18,Bronze
13230,2763.41,Bronze
16871,2761.4900000000002,Bronze
15114,2760.56,Bronze
16764,2758.25,Bronze
14626,2757.07,Bronze
15993,2756.82,Bronze
16316,2755.56,Bronze
12578,2753.36,Bronze
13870,2751.25,Bronze
14854,2749.89,Bronze
17504,2745.28,Bronze
14903,2744.48,Bronze
17213,2741.08,Bronze
14125,2740.43,Bronze
14121,2740.3,Bronze
16003,2735.37,Bronze
12380,2720.56,Bronze
18230,2716.6,Bronze
12840,2714.27,Bronze
13285,2709.12,Bronze
13654,2707.33,Bronze
13971,2702.2200000000003,Bronze
18097,2692.85,Bronze
14107,2688.48,Bronze
17386,2686.42,Bronze
14732,2686.34,Bronze
15796,2666.61,Bronze
14713,2664.26,Bronze
12360,2662.06,Bronze
14439,2661.24,Bronze
17069,2655.2200000000003,Bronze
13851,2651.46,Bronze
15321,2650.73,Bronze
15696,2644.46,Bronze
13804,2635.79,Bronze
15671,2635.4900000000002,Bronze
17402,2633.85,Bronze
18077,2633.01,Bronze
13771,2631.7,Bronze
16618,2630.64,Bronze
12721,2628.98,Bronze
15752,2628.93,Bronze
17965,2622.57,Bronze
18210,2621.38,Bronze
14262,2618.23,Bronze
12708,2616.32,Bronze
12625,2614.32,Bronze
12836,2612.86,Bronze
17346,2611.58,Bronze
16255,2609.3,Bronze
12726,2609.1,Bronze
16241,2607.87,Bronze
14408,2606.53,Bronze
13422,2601.55,Bronze
13644,2597.52,Bronze
16919,2596.45,Bronze
18260,2595.0,Bronze
15782,2593.94,Bronze
13983,2590.46,Bronze
13895,2588.12,Bronze
13021,2584.4,Bronze
12520,2582.51,Bronze
12600,2581.04,Bronze
13911,2580.91,Bronze
15485,2575.0,Bronze
15521,2574.65,Bronze
17655,2571.7400000000002,Bronze
15033,2571.02,Bronze
16308,2560.0,Bronze
14397,2556.68,Bronze
15572,2552.86,Bronze
13136,2545.38,Bronze
13344,2543.7200000000003,Bronze
14676,2543.2400000000002,Bronze
14334,2539.46,Bronze
13883,2538.75,Bronze
18075,2538.7200000000003,Bronze
14243,2535.88,Bronze
13471,2531.58,Bronze
16912,2528.67,Bronze
17317,2524.02,Bronze
15245,2515.84,Bronze
17728,2515.6800000000003,Bronze
17314,2514.76,Bronze
17700,2508.89,Bronze
18245,2507.56,Bronze
17449,2504.86,Bronze
13695,2504.13,Bronze
13975,2503.23,Bronze
16477,2494.46,Bronze
14546,2487.02,Bronze
14701,2486.2200000000003,Bronze
15271,2485.82,Bronze
12913,2483.63,Bronze
16710,2483.04,Bronze
13507,2479.16,Bronze
12455,2466.86,Bronze
17164,2466.4,Bronze
12517,2464.89,Bronze
17131,2463.17,Bronze
13784,2462.79,Bronze
15932,2461.85,Bronze
17682,2459.33,Bronze
14315,2456.98,Bronze
14842,2456.8,Bronze
14659,2456.53,Bronze
15750,2451.23,Bronze
14163,2445.91,Bronze
13588,2445.12,Bronze
13949,2427.32,Bronze
14766,2423.07,Bronze
15606,2422.64,Bronze
13658,2421.47,Bronze
15089,2420.84,Bronze
16143,2419.84,Bronze
12397,2409.9,Bronze
17589,2404.17,Bronze
15980,2398.86,Bronze
13141,2385.8,Bronze
17071,2385.48,Bronze
17530,2385.0,Bronze
14554,2381.04,Bronze
17722,2380.64,Bronze
18065,2380.08,Bronze
14930,2372.86,Bronze
13722,2369.16,Bronze
14493,2362.84,Bronze
17634,2361.9700000000003,Bronze
15370,2360.55,Bronze
14030,2360.09,Bronze
14440,2357.68,Bronze
14502,2351.02,Bronze
15140,2350.0,Bronze
15527,2348.82,Bronze
13908,2347.05,Bronze
18259,2338.6,Bronze
17434,2333.42,Bronze
12483,2327.13,Bronze
14239,2323.5,Bronze
14309,2319.6800000000003,Bronze
15755,2318.88,Bronze
13994,2313.14,Bronze
13394,2312.8,Bronze
17838,2312.7,Bronze
14290,2307.4500000000003,Bronze
15288,2306.52,Bronze
15785,2303.75,Bronze
17211,2299.67,Bronze
15105,2298.93,Bronze
15270,2298.2,Bronze
17954,2295.37,Bronze
13704,2295.31,Bronze
15704,2293.62,Bronze
12615,2291.19,Bronze
17744,2291.08,Bronze
17313,2288.13,Bronze
12684,2283.63,Bronze
17188,2275.58,Bronze
12782,2273.32,Bronze
17768,2273.1800000000003,Bronze
14466,2272.4,Bronze
16735,2269.21,Bronze
16550,2266.25,Bronze
18257,2265.38,Bronze
13700,2265.12,Bronze
13527,2263.76,Bronze
16209,2262.62,Bronze
14432,2255.51,Bronze
15235,2247.51,Bronze
16771,2246.81,Bronze
16782,2242.25,Bronze
15665,2242.01,Bronze
15281,2239.95,Bronze
16293,2236.7400000000002,Bronze
14700,2235.3,Bronze
18242,2232.4900000000002,Bronze
14825,2226.9100000000003,Bronze
12704,2220.84,Bronze
12876,2218.02,Bronze
17591,2215.02,Bronze
15373,2213.11,Bronze
17442,2210.2599999999998,Bronze
12653,2209.85,Bronze
14211,2208.3,Bronze
15797,2207.4,Bronze
13115,2205.63,Bronze
12755,2203.2000000000003,Bronze
13831,2202.99,Bronze
13680,2202.31,Bronze
14226,2201.64,Bronze
17696,2201.05,Bronze
15123,2199.31,Bronze
14776,2195.58,Bronze
16743,2191.84,Bronze
13365,2191.22,Bronze
13862,2187.31,Bronze
15179,2186.2000000000003,Bronze
15394,2183.54,Bronze
16628,2183.04,Bronze
15722,2181.21,Bronze
14808,2175.37,Bronze
14560,2174.18,Bronze
16076,2173.53,Bronze
15811,2171.32,Bronze
14341,2166.38,Bronze
12856,2162.68,Bronze
16456,2158.37,Bronze
12935,2156.45,Bronze
13755,2154.68,Bronze
13224,2150.85,Bronze
16966,2148.47,Bronze
17272,2144.53,Bronze
12633,2140.63,Bronze
16057,2140.2200000000003,Bronze
13317,2140.07,Bronze
14828,2139.76,Bronze
16379,2131.9,Bronze
17400,2129.96,Bronze
12909,2128.83,Bronze
14360,2128.23,Bronze
16407,2126.93,Bronze
15058,2124.99,Bronze
18061,2119.41,Bronze
13632,2117.02,Bronze
18008,2116.19,Bronze
14691,2114.33,Bronze
14407,2111.08,Bronze
13517,2109.07,Bronze
13265,2107.66,Bronze
18173,2106.84,Bronze
14461,2103.06,Bronze
14515,2102.09,Bronze
12560,2101.39,Bronze
15815,2100.6,Bronze
17191,2095.13,Bronze
18283,2094.88,Bronze
13571,2092.32,Bronze
13297,2089.85,Bronze
12501,2089.68,Bronze
14810,2087.88,Bronze
18044,2085.65,Bronze
16954,2085.08,Bronze
15834,2084.9,Bronze
14306,2083.42,Bronze
18093,2083.42,Bronze
14696,2070.97,Bronze
14482,2068.15,Bronze
14209,2067.13,Bronze
18231,2066.17,Bronze
12928,2062.7,Bronze
16281,2062.06,Bronze
17861,2059.2,Bronze
18241,2058.09,Bronze
12610,2057.99,Bronze
12518,2056.89,Bronze
13126,2056.29,Bronze
17667,2055.51,Bronze
12948,2053.7,Bronze
17086,2050.08,Bronze
17625,2047.0,Bronze
17597,2044.3700000000001,Bronze
14232,2043.93,Bronze
13450,2043.72,Bronze
14640,2042.15,Bronze
17090,2041.8500000000001,Bronze
17846,2033.1,Bronze
14001,2030.3300000000002,Bronze
16409,2028.88,Bronze
16358,2024.95,Bronze
14544,2024.45,Bronze
16875,2023.47,Bronze
18069,2021.82,Bronze
15341,2020.52,Bronze
18219,2019.77,Bronze
14188,2018.91,Bronze
14506,2012.17,Bronze
15531,2007.44,Bronze
15372,2007.4,Bronze
16098,2005.63,Bronze
14730,2005.06,Bronze
17082,2003.8500000000001,Bronze
16754,2002.4,Bronze
13305,2000.86,Bronze
18188,1998.49,Bronze
16698,1998.0,Bronze
13630,1995.68,Bronze
17827,1995.46,Bronze
17612,1992.76,Bronze
17679,1992.1100000000001,Bronze
17088,1991.01,Bronze
13593,1990.28,Bronze
